"";"HumanEntrez"
"9140";84273
"9141";55718
"9142";79001
"9143";8270
"9144";338323
"9145";9612
"9146";445
"9147";814
"9148";8557
"9149";100529144
"9150";79585
"9151";245812
"9152";130827
"9153";54454
"9154";29945
"9155";10010
"9156";55832
"9157";126433
"9158";119392
"9159";83795
"9160";857
"9161";23341
"9162";5495
"9163";3098
"9164";8767
"9165";80723
"9166";138803
"9167";10673
"9168";5731
"9169";100131303
"9170";2588
"9171";55031
"9172";219844
"9173";1047
"9174";9112
"9175";2899
"9176";85025
"9177";283229
"9178";552889
"9179";1387
"9180";57189
"9181";55833
"9182";84897
"9183";167465
"9184";57152
"9185";5652
"9186";41
"9187";29066
"9188";121642
"9189";9091
"9190";9526
"9191";10786
"9192";9170
"9193";23357
"9194";9931
"9195";91526
"9196";11194
"9197";57817
"9198";9787
"9199";23586
"9200";23220
"9201";4837
"9202";53826
"9203";254048
"9204";1106
"9205";375686
"9206";157753
"9207";112574
"9208";26064
"9209";257629
"9210";9666
"9211";136332
"9212";57469
"9213";1185
"9214";2475
"9215";91807
"9216";574442
"9217";113510
"9218";208
"9219";147710
"9220";23469
"9221";132946
"9222";23228
"9223";113220
"9224";5083
"9225";5218
"9226";23569
"9227";5184
"9228";10090
"9229";862
"9230";91947
"9231";11045
"9232";94239
"9233";84893
"9234";11066
"9235";55719
"9236";10897
"9237";26212
"9238";6307
"9239";406934
"9240";2890
"9241";119695
"9242";157848
"9243";6727
"9244";114883
"9245";729020
"9246";6120
"9247";54970
"9248";253769
"9249";89
"9250";6345
"9251";6193
"9252";112802
"9253";2683
"9254";440957
"9255";84864
"9256";401546
"9257";131177
"9258";91869
"9259";23078
"9260";3009
"9261";401251
"9262";8738
"9263";100131137
"9264";6164
"9265";11199
"9266";9092
"9267";84179
"9268";2822
"9269";9498
"9270";84930
"9271";10046
"9272";59341
"9273";8403
"9274";5799
"9275";2706
"9276";337876
"9277";57718
"9278";55670
"9279";6626
"9280";9358
"9281";170575
"9282";150209
"9283";64411
"9284";253959
"9285";9204
"9286";8615
"9287";114132
"9288";28968
"9289";1833
"9290";442900
"9291";3312
"9292";51764
"9293";79753
"9294";79846
"9295";54852
"9296";7918
"9297";1009
"9298";26795
"9299";138802
"9300";9936
"9301";201134
"9302";80071
"9303";22994
"9304";51704
"9305";2798
"9306";6117
"9307";80201
"9308";10013
"9309";23336
"9310";57157
"9311";4323
"9312";55577
"9313";8942
"9314";92552
"9315";4287
"9316";23092
"9317";79812
"9318";2739
"9319";11161
"9320";84271
"9321";8470
"9322";142679
"9323";93650
"9324";79739
"9325";3161
"9326";9783
"9327";22890
"9328";64753
"9329";286319
"9330";63027
"9331";9543
"9332";196403
"9333";220296
"9334";442907
"9335";134860
"9336";2254
"9337";57510
"9338";91612
"9339";64976
"9340";4547
"9341";25956
"9342";1142
"9343";7423
"9344";6497
"9345";26820
"9346";80313
"9347";8513
"9348";57596
"9349";7162
"9350";81300
"9351";5191
"9352";218
"9353";55193
"9354";150483
"9355";5682
"9356";10073
"9357";4048
"9358";26084
"9359";1581
"9360";5775
"9361";22955
"9362";57456
"9363";10656
"9364";22895
"9365";1375
"9366";8988
"9367";100996928
"9368";51631
"9369";57706
"9370";1419
"9371";1139
"9372";5122
"9373";3714
"9374";27146
"9375";7259
"9376";84669
"9377";54832
"9378";7407
"9379";342357
"9380";23416
"9381";5074
"9382";27199
"9383";51315
"9384";8321
"9385";165904
"9386";55568
"9387";54680
"9388";84080
"9389";745
"9390";157506
"9391";64232
"9392";6804
"9393";57590
"9394";4838
"9395";6432
"9396";6744
"9397";114991
"9398";5595
"9399";340152
"9400";3490
"9401";786
"9402";9823
"9403";8789
"9404";57130
"9405";23594
"9406";9867
"9407";51146
"9408";677810
"9409";55680
"9410";5592
"9411";84141
"9412";54739
"9413";201626
"9414";23555
"9415";64802
"9416";126969
"9417";51148
"9418";3024
"9419";146325
"9420";312
"9421";7546
"9422";7324
"9423";100302652
"9424";51130
"9425";139760
"9426";114879
"9427";253260
"9428";7804
"9429";116843
"9430";7988
"9431";407021
"9432";10683
"9433";9069
"9434";283248
"9435";1915
"9436";692075
"9437";389643
"9438";54625
"9439";9211
"9440";79927
"9441";79064
"9442";3690
"9443";9969
"9444";51567
"9445";6338
"9446";170622
"9447";256987
"9448";407029
"9449";644186
"9450";5367
"9451";284359
"9452";56992
"9453";9687
"9454";5429
"9455";200373
"9456";83642
"9457";5792
"9458";4045
"9459";11093
"9460";4758
"9461";55112
"9462";4440
"9463";26258
"9464";50939
"9465";92369
"9466";29118
"9467";130916
"9468";84937
"9469";760
"9470";1850
"9471";100507096
"9472";114788
"9473";84942
"9474";55149
"9475";55362
"9476";115111
"9477";654429
"9478";79892
"9479";1462
"9480";2623
"9481";84140
"9482";132864
"9483";9056
"9484";64333
"9485";6722
"9486";2170
"9487";57325
"9488";2354
"9489";339105
"9490";80213
"9491";285141
"9492";100505478
"9493";10787
"9494";29128
"9495";3630
"9496";23205
"9497";10585
"9498";2592
"9499";139716
"9500";23017
"9501";84792
"9502";19
"9503";51562
"9504";6294
"9505";56987
"9506";79831
"9507";5261
"9508";441024
"9509";81621
"9510";394263
"9511";134637
"9512";8973
"9513";28514
"9514";381
"9515";55300
"9516";2781
"9517";10716
"9518";54942
"9519";6788
"9520";53630
"9521";2695
"9522";57464
"9523";126792
"9524";587
"9525";5569
"9526";170680
"9527";55002
"9528";56061
"9529";56951
"9530";7727
"9531";115827
"9532";22868
"9533";8725
"9534";158062
"9535";2180
"9536";57669
"9537";123169
"9538";8733
"9539";51285
"9540";27258
"9541";8886
"9542";85456
"9543";7035
"9544";5049
"9545";1506
"9546";10855
"9547";51659
"9548";3219
"9549";23180
"9550";29888
"9551";132989
"9552";7348
"9553";2701
"9554";10736
"9555";221154
"9556";79836
"9557";10475
"9558";27346
"9559";23259
"9560";160428
"9561";677800
"9562";54878
"9563";2491
"9564";5192
"9565";4289
"9566";5118
"9567";48
"9568";5506
"9569";10605
"9570";145814
"9571";121214
"9572";51232
"9573";214
"9574";283431
"9575";29106
"9576";138805
"9577";5141
"9578";10924
"9579";57096
"9580";10328
"9581";50508
"9582";8914
"9583";345462
"9584";100271927
"9585";157657
"9586";57634
"9587";51384
"9588";56961
"9589";894
"9590";4609
"9591";55799
"9592";114990
"9593";389799
"9594";2263
"9595";126432
"9596";201725
"9597";87
"9598";143279
"9599";79693
"9600";494551
"9601";348093
"9602";651746
"9603";116969
"9604";26469
"9605";3687
"9606";9246
"9607";403
"9608";284129
"9609";8944
"9610";50833
"9611";91056
"9612";2395
"9613";151871
"9614";51367
"9615";51433
"9616";79567
"9617";10117
"9618";55159
"9619";376267
"9620";7352
"9621";2900
"9622";146547
"9623";132851
"9624";442904
"9625";495
"9626";9119
"9627";51776
"9628";7385
"9629";53344
"9630";51234
"9631";23513
"9632";131544
"9633";5818
"9634";2218
"9635";10322
"9636";8445
"9637";2768
"9638";10505
"9639";9836
"9640";9609
"9641";26147
"9642";4168
"9643";11070
"9644";7596
"9645";79575
"9646";26168
"9647";146439
"9648";3422
"9649";2957
"9650";79786
"9651";7593
"9652";4353
"9653";2219
"9654";10538
"9655";5128
"9656";80237
"9657";151449
"9658";10652
"9659";57687
"9660";6642
"9661";677792
"9662";109617001
"9663";338
"9664";130106
"9665";1979
"9666";93655
"9667";7982
"9668";2056
"9669";55081
"9670";26298
"9671";440590
"9672";6188
"9673";1652
"9674";57515
"9675";55216
"9676";5335
"9677";51144
"9678";54866
"9679";4779
"9680";168002
"9681";9362
"9682";1456
"9683";2239
"9684";2244
"9685";4810
"9686";5017
"9687";26056
"9688";29890
"9689";892
"9690";112268148
"9691";29766
"9692";221223
"9693";84281
"9694";51313
"9695";7025
"9696";54566
"9697";286256
"9698";51594
"9699";3685
"9700";10845
"9701";388633
"9702";57495
"9703";1050
"9704";23241
"9705";9455
"9706";645
"9707";7805
"9708";22954
"9709";221391
"9710";9535
"9711";7498
"9712";29952
"9713";8328
"9714";84159
"9715";83890
"9716";10382
"9717";5777
"9718";8874
"9719";7903
"9720";79191
"9721";23595
"9722";64321
"9723";493869
"9724";116966
"9725";11258
"9726";25830
"9727";114907
"9728";941
"9729";79629
"9730";146167
"9731";79645
"9732";374946
"9733";64943
"9734";5730
"9735";54908
"9736";26091
"9737";9690
"9738";6066
"9739";124842
"9740";83699
"9741";7262
"9742";4722
"9743";286336
"9744";79073
"9745";257194
"9746";653486
"9747";2831
"9748";93035
"9749";9045
"9750";840
"9751";3587
"9752";27154
"9753";112752
"9754";3638
"9755";27202
"9756";85377
"9757";23211
"9758";94030
"9759";51703
"9760";123355
"9761";7852
"9762";3309
"9763";123904
"9764";25792
"9765";7783
"9766";58492
"9767";347732
"9768";6610
"9769";147746
"9770";246269
"9771";3747
"9772";646951
"9773";8814
"9774";91893
"9775";8609
"9776";114792
"9777";54558
"9778";4544
"9779";5690
"9780";4795
"9781";79691
"9782";10296
"9783";611
"9784";128218
"9785";171023
"9786";79184
"9787";80008
"9788";23251
"9789";387707
"9790";574447
"9791";55586
"9792";2665
"9793";84950
"9794";222194
"9795";23041
"9796";4635
"9797";6363
"9798";11219
"9799";6291
"9800";100528017
"9801";26017
"9802";91442
"9803";147007
"9804";7092
"9805";54934
"9806";2841
"9807";647166
"9808";54802
"9809";390594
"9810";57010
"9811";6713
"9812";83446
"9813";692211
"9814";885
"9815";7940
"9816";4012
"9817";55177
"9818";56902
"9819";116135
"9820";53340
"9821";113444
"9822";81606
"9823";1991
"9824";27239
"9825";3033
"9826";29880
"9827";30832
"9828";5294
"9829";8883
"9830";5705
"9831";134266
"9832";27257
"9833";10553
"9834";7941
"9835";79856
"9836";3792
"9837";7325
"9838";26751
"9839";286676
"9840";64598
"9841";7274
"9842";2868
"9843";10154
"9844";54621
"9845";9140
"9846";283377
"9847";55295
"9848";27000
"9849";219855
"9850";79009
"9851";4712
"9852";91801
"9853";57458
"9854";54386
"9855";10066
"9856";90861
"9857";51531
"9858";85329
"9859";55602
"9860";79446
"9861";4804
"9862";3131
"9863";196513
"9864";780776
"9865";2019
"9866";84643
"9867";3735
"9868";55754
"9869";22843
"9870";10129
"9871";55643
"9872";10594
"9873";51065
"9874";23732
"9875";25816
"9876";9532
"9877";401399
"9878";205
"9879";85476
"9880";23366
"9881";51639
"9882";7045
"9883";23620
"9884";79747
"9885";197258
"9886";143678
"9887";8665
"9888";59353
"9889";84881
"9890";57677
"9891";83989
"9892";9821
"9893";729201
"9894";389852
"9895";124491
"9896";463
"9897";5151
"9898";3950
"9899";10085
"9900";3074
"9901";6399
"9902";10597
"9903";1015
"9904";5436
"9905";23212
"9906";1834
"9907";155368
"9908";105372240
"9909";126306
"9910";55353
"9911";11014
"9912";284422
"9913";54933
"9914";23517
"9915";80142
"9916";4060
"9917";6856
"9918";257364
"9919";9942
"9920";346389
"9921";57124
"9922";55898
"9923";6749
"9924";161357
"9925";25945
"9926";9209
"9927";2668
"9928";25923
"9929";441457
"9930";728130
"9931";54754
"9932";27332
"9933";51634
"9934";83752
"9935";84101
"9936";136242
"9937";4050
"9938";80853
"9939";56302
"9940";163782
"9941";135644
"9942";51001
"9943";23201
"9944";658
"9945";11036
"9946";54332
"9947";5230
"9948";55773
"9949";83930
"9950";80144
"9951";133491
"9952";54726
"9953";6252
"9954";2843
"9955";114088
"9956";387509
"9957";389332
"9958";196441
"9959";157
"9960";29085
"9961";79924
"9962";4005
"9963";64795
"9964";51406
"9965";5046
"9966";926
"9967";4025
"9968";6247
"9969";116541
"9970";6160
"9971";4037
"9972";644596
"9973";399668
"9974";55291
"9975";10914
"9976";590
"9977";6558
"9978";26575
"9979";23551
"9980";286
"9981";100188893
"9982";158983
"9983";286436
"9984";9617
"9985";51299
"9986";283807
"9987";91461
"9988";165257
"9989";11345
"9990";157769
"9991";80217
"9992";9738
"9993";390748
"9994";23063
"9995";3672
"9996";55930
"9997";29889
"9998";390275
"9999";100129583
"10000";100631383
"10001";81831
"10002";4791
"10003";2021
"10004";340393
"10005";124535
"10006";2182
"10007";5304
"10008";9022
"10009";64343
"10010";1260
"10011";6868
"10012";221613
"10013";81618
"10014";10277
"10015";160419
"10016";55813
"10017";158234
"10018";340267
"10019";225
"10020";4294
"10021";160857
"10022";130132
"10023";116804918
"10024";7007
"10025";56886
"10026";7351
"10027";538
"10028";55638
"10029";84720
"10030";651
"10031";100526772
"10032";390940
"10033";10954
"10034";953
"10035";254187
"10036";5136
"10037";116328
"10038";2570
"10039";1357
"10040";120103
"10041";8440
"10042";162333
"10043";27134
"10044";8379
"10045";51079
"10046";9550
"10047";761
"10048";9152
"10049";122553
"10050";642273
"10051";6857
"10052";57719
"10053";55757
"10054";10038
"10055";1778
"10056";5027
"10057";122622
"10058";6585
"10059";387990
"10060";55173
"10061";51802
"10062";55684
"10063";93082
"10064";7809
"10065";729991
"10066";26499
"10067";352999
"10068";11214
"10069";6581
"10070";219931
"10071";161176
"10072";54926
"10073";246330
"10074";3480
"10075";728458
"10076";79145
"10077";56953
"10078";84433
"10079";4915
"10080";84306
"10081";84628
"10082";124935
"10083";201562
"10084";25901
"10085";101340251
"10086";9167
"10087";10428
"10088";79842
"10089";2737
"10090";10298
"10091";84073
"10092";283383
"10093";669
"10094";55824
"10095";116983
"10096";2201
"10097";10537
"10098";51678
"10099";22882
"10100";839
"10101";25960
"10102";64860
"10103";55964
"10104";9060
"10105";2110
"10106";79071
"10107";7293
"10108";4061
"10109";285671
"10110";245972
"10111";26112
"10112";90411
"10113";5978
"10114";6253
"10115";6888
"10116";11253
"10117";8714
"10118";9546
"10119";283459
"10120";5916
"10121";55707
"10122";55329
"10123";1572
"10124";246329
"10125";83878
"10126";127795
"10127";347468
"10128";57050
"10129";124857
"10130";51200
"10131";282775
"10132";2355
"10133";677833
"10134";4072
"10135";54557
"10136";6518
"10137";123263
"10138";64005
"10139";2796
"10140";255043
"10141";23118
"10142";25853
"10143";647060
"10144";727905
"10145";727830
"10146";286234
"10147";645961
"10148";441452
"10149";54413
"10150";51530
"10151";8027
"10152";64398
"10153";9933
"10154";340419
"10155";101927446
"10156";85865
"10157";113612
"10158";54869
"10159";27156
"10160";3607
"10161";3760
"10162";22976
"10163";79623
"10164";677824
"10165";283643
"10166";7171
"10167";92106
"10168";6509
"10169";51091
"10170";9437
"10171";890
"10172";392517
"10173";51652
"10174";100526767
"10175";4698
"10176";81558
"10177";143888
"10178";132720
"10179";401081
"10180";4610
"10181";56829
"10182";3216
"10183";83879
"10184";55256
"10185";84280
"10186";6492
"10187";43
"10188";85415
"10189";80741
"10190";51143
"10191";55254
"10192";54974
"10193";3728
"10194";554
"10195";56895
"10196";91289
"10197";100126572
"10198";3242
"10199";53353
"10200";27090
"10201";503497
"10202";79837
"10203";80279
"10204";1365
"10205";693177
"10206";10365
"10207";1775
"10208";29095
"10209";10285
"10210";2016
"10211";100126314
"10212";7047
"10213";51175
"10214";956
"10215";11091
"10216";22987
"10217";161882
"10218";130340
"10219";222256
"10220";572
"10221";6938
"10222";4175
"10223";51287
"10224";376497
"10225";1101
"10226";51208
"10227";5358
"10228";3627
"10229";55779
"10230";64794
"10231";51060
"10232";79944
"10233";126549
"10234";55347
"10235";9967
"10236";10499
"10237";202333
"10238";339344
"10239";8528
"10240";56164
"10241";245973
"10242";80155
"10243";142680
"10244";140688
"10245";3890
"10246";833
"10247";3108
"10248";28966
"10249";10672
"10250";8749
"10251";256158
"10252";57620
"10253";10165
"10254";26248
"10255";90025
"10256";345222
"10257";3053
"10258";121457
"10259";65003
"10260";55298
"10261";11315
"10262";353116
"10263";84324
"10264";100126311
"10265";79987
"10266";26259
"10267";79058
"10268";6697
"10269";91298
"10270";169522
"10271";3456
"10272";100126333
"10273";7545
"10274";389668
"10275";153129
"10276";8878
"10277";7844
"10278";9464
"10279";392309
"10280";100131211
"10281";79843
"10282";406902
"10283";114971
"10284";79884
"10285";9538
"10286";84709
"10287";54414
"10288";161502
"10289";84553
"10290";126070
"10291";641339
"10292";126069
"10293";100131980
"10294";388567
"10295";100131539
"10296";110384692
"10297";720
"10298";1355
"10299";3643
"10300";57616
"10301";26232
"10302";98
"10303";84249
"10304";23169
"10305";151742
"10306";728689
"10307";8663
"10308";126272
"10309";4258
"10310";51808
"10311";55229
"10312";134285
"10313";5898
"10314";54545
"10315";9179
"10316";1036
"10317";2134
"10318";10992
"10319";401565
"10320";284040
"10321";54537
"10322";26292
"10323";196951
"10324";389813
"10325";81794
"10326";64429
"10327";5411
"10328";8744
"10329";1016
"10330";3624
"10331";285423
"10332";4632
"10333";79797
"10334";8840
"10335";64221
"10336";27044
"10337";51160
"10338";391
"10339";22797
"10340";10212
"10341";84868
"10342";22808
"10343";56904
"10344";1358
"10345";29887
"10346";51660
"10347";57678
"10348";319101
"10349";10938
"10350";55506
"10351";5917
"10352";51400
"10353";56994
"10354";5037
"10355";347862
"10356";9938
"10357";10054
"10358";26233
"10359";9051
"10360";100616393
"10361";10393
"10362";26815
"10363";2189
"10364";28232
"10365";84896
"10366";79698
"10367";10095
"10368";22925
"10369";5030
"10370";23581
"10371";55186
"10372";134187
"10373";122042
"10374";348801
"10375";57480
"10376";4148
"10377";23548
"10378";6837
"10379";56654
"10380";1745
"10381";9729
"10382";3832
"10383";664617
"10384";2937
"10385";9341
"10386";5603
"10387";2817
"10388";84327
"10389";5013
"10390";117154
"10391";407032
"10392";55971
"10393";154796
"10394";4724
"10395";55559
"10396";9786
"10397";374395
"10398";22902
"10399";9750
"10400";136051
"10401";4928
"10402";58498
"10403";84920
"10404";7023
"10405";85360
"10406";28960
"10407";84285
"10408";123264
"10409";127262
"10410";134288
"10411";9829
"10412";283209
"10413";84258
"10414";26523
"10415";83401
"10416";114905
"10417";3077
"10418";60684
"10419";219287
"10420";7597
"10421";51604
"10422";3229
"10423";80740
"10424";84124
"10425";256329
"10426";3988
"10427";6478
"10428";54455
"10429";5526
"10430";23529
"10431";126248
"10432";57462
"10433";26683
"10434";285521
"10435";152503
"10436";56655
"10437";57122
"10438";8740
"10439";2911
"10440";5581
"10441";23254
"10442";2770
"10443";26276
"10444";164395
"10445";406
"10446";2908
"10447";112755
"10448";84498
"10449";2521
"10450";10423
"10451";55365
"10452";256471
"10453";80020
"10454";1233
"10455";1213
"10456";4856
"10457";317649
"10458";57646
"10459";23331
"10460";388121
"10461";79810
"10462";55709
"10463";2300
"10464";27443
"10465";85015
"10466";3902
"10467";9604
"10468";5073
"10469";199731
"10470";1004
"10471";140687
"10472";57591
"10473";84688
"10474";973
"10475";57521
"10476";23536
"10477";81309
"10478";25766
"10479";5496
"10480";29937
"10481";219858
"10482";7681
"10483";6559
"10484";127253
"10485";54953
"10486";399512
"10487";83884
"10488";442186
"10489";442185
"10490";26707
"10491";247
"10492";2057
"10493";54873
"10494";5617
"10495";81858
"10496";1352
"10497";481
"10498";8641
"10499";84752
"10500";55850
"10501";5864
"10502";143884
"10503";6248
"10504";79669
"10505";3631
"10506";57405
"10507";2842
"10508";9400
"10509";53938
"10510";9136
"10511";30012
"10512";10533
"10513";54738
"10514";8997
"10515";134083
"10516";26531
"10517";1027
"10518";57115
"10519";9955
"10520";84074
"10521";81575
"10522";10768
"10523";7850
"10524";3773
"10525";406957
"10526";116985
"10527";55768
"10528";117
"10529";388403
"10530";27292
"10531";22953
"10532";653192
"10533";129868
"10534";122945
"10535";1230
"10536";4919
"10537";1382
"10538";64756
"10539";5394
"10540";1163
"10541";60509
"10542";148418
"10543";5361
"10544";7399
"10545";342371
"10546";85363
"10547";51780
"10548";55756
"10549";1642
"10550";9518
"10551";51647
"10552";55803
"10553";9038
"10554";4666
"10555";3359
"10556";105378220
"10557";56648
"10558";969
"10559";5468
"10560";285231
"10561";91703
"10562";115361
"10563";3683
"10564";647309
"10565";259295
"10566";134
"10567";3284
"10568";3283
"10569";9743
"10570";284612
"10571";79007
"10572";7709
"10573";51529
"10574";374877
"10575";1657
"10576";7389
"10577";120892
"10578";55677
"10579";406983
"10580";8822
"10581";692106
"10582";84722
"10583";10093
"10584";58158
"10585";390882
"10586";6326
"10587";1622
"10588";641371
"10589";10965
"10590";56270
"10591";149465
"10592";644096
"10593";6232
"10594";65220
"10595";84666
"10596";84329
"10597";9645
"10598";6557
"10599";128025
"10600";8326
"10601";166012
"10602";55074
"10603";3797
"10604";345
"10605";84811
"10606";6880
"10607";57650
"10608";9869
"10609";7429
"10610";81848
"10611";91156
"10612";729967
"10613";51561
"10614";441608
"10615";7923
"10616";83862
"10617";8703
"10618";155038
"10619";23499
"10620";1385
"10621";64763
"10622";120065
"10623";55729
"10624";163589
"10625";55340
"10626";3080
"10627";3078
"10628";80169
"10629";11284
"10630";85474
"10631";431705
"10632";2065
"10633";768213
"10634";29110
"10635";79785
"10636";148979
"10637";84168
"10638";84876
"10639";283987
"10640";57662
"10641";10446
"10642";55924
"10643";85285
"10644";9188
"10645";56674
"10646";92235
"10647";23028
"10648";343066
"10649";1436
"10650";80011
"10651";54436
"10652";15
"10653";6814
"10654";100130301
"10655";692148
"10656";8497
"10657";26341
"10658";403273
"10659";79295
"10660";79310
"10661";403274
"10662";51002
"10663";6398
"10664";7706
"10665";1431
"10666";6795
"10667";23080
"10668";407041
"10669";3996
"10670";51244
"10671";3821
"10672";3822
"10673";8302
"10674";390079
"10675";5325
"10676";51399
"10677";55974
"10678";402317
"10679";346528
"10680";200205
"10681";100505753
"10682";3021
"10683";50810
"10684";81327
"10685";10297
"10686";84901
"10687";7851
"10688";10018
"10689";51081
"10690";9887
"10691";730755
"10692";85294
"10693";653240
"10694";85289
"10695";84616
"10696";81872
"10697";728279
"10698";728224
"10699";100132386
"10700";728318
"10701";23400
"10702";415117
"10703";2217
"10704";399474
"10705";406928
"10706";205428
"10707";10241
"10708";79605
"10709";29985
"10710";91942
"10711";8825
"10712";128061
"10713";5378
"10714";11313
"10715";112942
"10716";64393
"10717";148398
"10718";4853
"10719";64843
"10720";8396
"10721";23587
"10722";124245
"10723";389203
"10724";8697
"10725";390999
"10726";653619
"10727";729528
"10728";645414
"10729";391004
"10730";645425
"10731";101929983
"10732";645359
"10733";441873
"10734";343070
"10735";9557
"10736";65018
"10737";200504
"10738";3596
"10739";64149
"10740";129807
"10741";5644
"10742";5645
"10743";63931
"10744";105378696
"10745";84859
"10746";2931
"10747";338917
"10748";54531
"10749";64063
"10750";55334
"10751";166348
"10752";5582
"10753";58986
"10754";57592
"10755";5000
"10756";8560
"10757";644994
"10758";6274
"10759";23585
"10760";1044
"10761";1788
"10762";27077
"10763";8493
"10764";55355
"10765";28981
"10766";1134
"10767";9817
"10768";9618
"10769";54882
"10770";404734
"10771";80778
"10772";406921
"10773";113455421
"10774";54921
"10775";25936
"10776";374786
"10777";23559
"10778";343172
"10779";127064
"10780";391195
"10781";55784
"10782";205251
"10783";29087
"10784";79713
"10785";79673
"10786";163590
"10787";54888
"10788";9855
"10789";84340
"10790";646480
"10791";10368
"10792";43849
"10793";441864
"10794";130271
"10795";6147
"10796";4124
"10797";51571
"10798";135398
"10799";100131187
"10800";8924
"10801";407056
"10802";1298
"10803";5052
"10804";127608
"10805";9918
"10806";440699
"10807";54968
"10808";8741
"10809";112950
"10810";23019
"10811";4803
"10812";114818
"10813";6502
"10814";25992
"10815";441925
"10816";219431
"10817";27243
"10818";22930
"10819";199920
"10820";9236
"10821";8614
"10822";10661
"10823";7733
"10824";3273
"10825";5984
"10826";10801
"10827";1141
"10828";57414
"10829";84284
"10830";26821
"10831";168448
"10832";4850
"10833";51343
"10834";146050
"10835";57471
"10836";3918
"10837";653499
"10838";3963
"10839";57666
"10840";60386
"10841";10266
"10842";375057
"10843";81562
"10844";5601
"10845";5336
"10846";84146
"10847";2079
"10848";56833
"10849";643669
"10850";27159
"10851";55011
"10852";119395
"10853";8646
"10854";170691
"10855";255798
"10856";1496
"10857";85002
"10858";653333
"10859";10563
"10860";56605
"10861";55851
"10862";1806
"10863";6369
"10864";2517
"10865";25976
"10866";677827
"10867";83755
"10868";81871
"10869";100132476
"10870";9240
"10871";4780
"10872";79752
"10873";23769
"10874";10960
"10875";9884
"10876";474170
"10877";374819
"10878";5948
"10879";404217
"10880";4308
"10881";84976
"10882";1667
"10883";728358
"10884";81626
"10885";11184
"10886";23322
"10887";1907
"10888";57455
"10889";27013
"10890";84952
"10891";148423
"10892";51087
"10893";253314
"10894";390151
"10895";219469
"10896";10818
"10897";8864
"10898";6390
"10899";79078
"10900";339541
"10901";100529241
"10902";25843
"10903";2559
"10904";344905
"10905";63874
"10906";4902
"10907";55600
"10908";84629
"10909";79035
"10910";115509
"10911";387032
"10912";51259
"10913";432
"10914";64856
"10915";109617008
"10916";109616973
"10917";100379141
"10918";109616993
"10919";100124537
"10920";84865
"10921";283297
"10922";644139
"10923";127579
"10924";219429
"10925";3195
"10926";392391
"10927";6619
"10928";147949
"10929";10993
"10930";1981
"10931";283991
"10932";79176
"10933";6016
"10934";26648
"10935";5824
"10936";114790
"10937";11188
"10938";406930
"10939";7373
"10940";7531
"10941";84618
"10942";654322
"10943";100507421
"10944";2948
"10945";123876
"10946";348158
"10947";8503
"10948";110117499
"10949";8809
"10950";26993
"10951";339977
"10952";441161
"10953";729
"10954";192111
"10955";83596
"10956";403314
"10957";345611
"10958";219432
"10959";441250
"10960";55253
"10961";6579
"10962";200186
"10963";83552
"10964";9208
"10965";1810
"10966";23383
"10967";1580
"10968";29081
"10969";27132
"10970";55223
"10971";117157
"10972";151556
"10973";402569
"10974";6820
"10975";9052
"10976";10000
"10977";10425
"10978";727857
"10979";23344
"10980";79365
"10981";57190
"10982";644070
"10983";585
"10984";100126313
"10985";148753
"10986";222235
"10987";9219
"10988";54619
"10989";64960
"10990";9605
"10991";344167
"10992";59283
"10993";79729
"10994";140469
"10995";4647
"10996";56108
"10997";339168
"10998";29956
"10999";9014
"11000";2077
"11001";10966
"11002";22898
"11003";79929
"11004";319
"11005";142678
"11006";3937
"11007";9027
"11008";51471
"11009";117195
"11010";117194
"11011";259249
"11012";125950
"11013";79654
"11014";10189
"11015";408
"11016";2969
"11017";2965
"11018";29920
"11019";221981
"11020";57172
"11021";134391
"11022";128229
"11023";4193
"11024";3234
"11025";5802
"11026";3899
"11027";1073
"11028";140465
"11029";997
"11030";53942
"11031";25794
"11032";54949
"11033";5133
"11034";57178
"11035";3486
"11036";1803
"11037";6442
"11038";92595
"11039";65988
"11040";1796
"11041";80145
"11042";146849
"11043";28990
"11044";282973
"11045";390181
"11046";6152
"11047";126626
"11048";58510
"11049";55279
"11050";390195
"11051";1475
"11052";9403
"11053";53407
"11054";64396
"11055";64395
"11056";163882
"11057";7917
"11058";30820
"11059";92482
"11060";27285
"11061";100287718
"11062";390190
"11063";93649
"11064";160760
"11065";79041
"11066";123228
"11067";3856
"11068";23235
"11069";4123
"11070";664
"11071";440400
"11072";3932
"11073";5359
"11074";10327
"11075";3208
"11076";84886
"11077";64397
"11078";378807
"11079";7286
"11080";284106
"11081";790
"11082";81614
"11083";5890
"11084";112812
"11085";200523
"11086";56131
"11087";5362
"11088";84639
"11089";51150
"11090";56111
"11091";23163
"11092";130399
"11093";54823
"11094";164832
"11095";1942
"11096";3727
"11097";9370
"11098";80342
"11099";338440
"11100";3903
"11101";7379
"11102";54108
"11103";10865
"11104";163351
"11105";25840
"11106";388761
"11107";5639
"11108";27151
"11109";9486
"11110";375337
"11111";7431
"11112";57693
"11113";117143
"11114";253725
"11115";64080
"11116";64853
"11117";27231
"11118";55553
"11119";2193
"11120";29844
"11121";64760
"11122";84245
"11123";7374
"11124";57657
"11125";116986
"11126";7071
"11127";338442
"11128";8843
"11129";2561
"11130";2852
"11131";7104
"11132";153396
"11133";79414
"11134";339403
"11135";729627
"11136";389151
"11137";389152
"11138";285676
"11139";115350
"11140";282770
