"";"HumanEntrez"
"11141";5498
"11142";79887
"11143";120793
"11144";10713
"11145";169166
"11146";10802
"11147";92558
"11148";100126336
"11149";1760
"11150";338675
"11151";51204
"11152";29789
"11153";8895
"11154";6332
"11155";8178
"11156";10109
"11157";79447
"11158";219958
"11159";219959
"11160";55432
"11161";339829
"11162";64499
"11163";7177
"11164";158046
"11165";284369
"11166";113829
"11167";117145
"11168";23367
"11169";2782
"11170";114571
"11171";94162
"11172";3814
"11173";79600
"11174";127385
"11175";9653
"11176";10052
"11177";260429
"11178";10746
"11179";8891
"11180";171019
"11181";148479
"11182";50856
"11183";26659
"11184";390892
"11185";26333
"11186";4848
"11187";991
"11188";84259
"11189";9917
"11190";1070
"11191";26800
"11192";83871
"11193";4363
"11194";777
"11195";554282
"11196";729533
"11197";728833
"11198";653820
"11199";9648
"11200";55911
"11201";219473
"11202";121130
"11203";84871
"11204";55572
"11205";261726
"11206";22838
"11207";23403
"11208";56997
"11209";3090
"11210";80325
"11211";26998
"11212";5648
"11213";55507
"11214";6003
"11215";283373
"11216";9382
"11217";150681
"11218";389090
"11219";3156
"11220";131583
"11221";284361
"11222";140766
"11223";9448
"11224";222487
"11225";84922
"11226";388662
"11227";57823
"11228";55758
"11229";11124
"11230";81554
"11231";100532731
"11232";648
"11233";23460
"11234";117584
"11235";340990
"11236";9710
"11237";9910
"11238";131076
"11239";254887
"11240";2123
"11241";124446
"11242";1996
"11243";160518
"11244";4332
"11245";5204
"11246";253461
"11247";1261
"11248";10847
"11249";79782
"11250";204474
"11251";28969
"11252";23171
"11253";196463
"11254";51439
"11255";57335
"11256";408263
"11257";211
"11258";10461
"11259";144125
"11260";23643
"11261";662
"11262";10352
"11263";26057
"11264";341276
"11265";144124
"11266";10402
"11267";284613
"11268";339221
"11269";8050
"11270";343171
"11271";6329
"11272";100288695
"11273";96626
"11274";1537
"11275";10612
"11276";9068
"11277";59344
"11278";8882
"11279";2526
"11280";119682
"11281";1994
"11282";114899
"11283";1420
"11284";1954
"11285";1269
"11286";26005
"11287";54578
"11288";55890
"11289";515
"11290";647219
"11291";2161
"11292";199746
"11293";25912
"11294";54762
"11295";1952
"11296";7134
"11297";92591
"11298";56144
"11299";284546
"11300";1263
"11301";23456
"11302";2992
"11303";55716
"11304";256356
"11305";56135
"11306";55005
"11307";64332
"11308";54883
"11309";285180
"11310";368
"11311";7518
"11312";125061
"11313";2901
"11314";2946
"11315";55144
"11316";2676
"11317";148268
"11318";100507436
"11319";4691
"11320";147111
"11321";729359
"11322";4994
"11323";57731
"11324";388335
"11325";26496
"11326";390093
"11327";127833
"11328";403282
"11329";257
"11330";84524
"11331";83895
"11332";81850
"11333";81851
"11334";728255
"11335";399909
"11336";125981
"11337";55207
"11338";23329
"11339";1945
"11340";9177
"11341";390790
"11342";55800
"11343";219487
"11344";830
"11345";27247
"11346";79626
"11347";57149
"11348";8165
"11349";11328
"11350";53632
"11351";354
"11352";4839
"11353";164153
"11354";55076
"11355";1445
"11356";29785
"11357";201294
"11358";668
"11359";6207
"11360";388588
"11361";7433
"11362";65975
"11363";4133
"11364";2117
"11365";9487
"11366";391365
"11367";285343
"11368";57153
"11369";29909
"11370";8292
"11371";342618
"11372";338321
"11373";391191
"11374";26207
"11375";127066
"11376";5208
"11377";1234
"11378";51031
"11379";5010
"11380";9046
"11381";728763
"11382";4598
"11383";6342
"11384";100133093
"11385";9813
"11386";149483
"11387";29072
"11388";10826
"11389";64282
"11390";10216
"11391";946
"11392";945
"11393";9274
"11394";284485
"11395";102724488
"11396";83849
"11397";5884
"11398";11314
"11399";100131439
"11400";50804
"11401";8412
"11402";9319
"11403";29959
"11404";9117
"11405";10231
"11406";389692
"11407";10390
"11408";11180
"11409";10193
"11410";727957
"11411";146542
"11412";26692
"11413";112937
"11414";80851
"11415";57106
"11416";3119
"11417";3691
"11418";23286
"11419";5563
"11420";113230
"11421";114827
"11422";6799
"11423";6817
"11424";23307
"11425";144608
"11426";11128
"11427";117247
"11428";390916
"11429";3955
"11430";283111
"11431";2879
"11432";8869
"11433";54815
"11434";57556
"11435";126375
"11436";374928
"11437";256051
"11438";7693
"11439";57343
"11440";147686
"11441";7710
"11442";390927
"11443";400720
"11444";79744
"11445";338785
"11446";641372
"11447";55119
"11448";79714
"11449";22993
"11450";4591
"11451";54826
"11452";57333
"11453";3738
"11454";8991
"11455";94101
"11456";9398
"11457";183
"11458";26058
"11459";84561
"11460";56673
"11461";25891
"11462";10092
"11463";80262
"11464";11211
"11465";23210
"11466";820
"11467";51102
"11468";59352
"11469";100534012
"11470";79005
"11471";4867
"11472";253635
"11473";57786
"11474";10332
"11475";3960
"11476";255057
"11477";23382
"11478";57409
"11479";222894
"11480";128077
"11481";3983
"11482";6487
"11483";9927
"11484";7175
"11485";91860
"11486";80726
"11487";64130
"11488";8099
"11489";9941
"11490";4521
"11491";4054
"11492";83940
"11493";125875
"11494";81448
"11495";51094
"11496";79784
"11497";53635
"11498";440435
"11499";1582
"11500";7318
"11501";9709
"11502";151295
"11503";130162
"11504";118427
"11505";9669
"11506";100885848
"11507";9744
"11508";100126343
"11509";23468
"11510";137835
"11511";1364
"11512";80346
"11513";353088
"11514";3645
"11515";54622
"11516";57709
"11517";64137
"11518";89782
"11519";9877
"11520";643136
"11521";6328
"11522";79805
"11523";84842
"11524";80759
"11525";3570
"11526";1781
"11527";84002
"11528";2898
"11529";84033
"11530";79770
"11531";50509
"11532";3215
"11533";916
"11534";128367
"11535";55057
"11536";2984
"11537";10658
"11538";90850
"11539";131377
"11540";9212
"11541";9759
"11542";5396
"11543";346673
"11544";25949
"11545";127665
"11546";285440
"11547";1104
"11548";2252
"11549";2152
"11550";90592
"11551";729747
"11552";22911
"11553";22950
"11554";126961
"11555";54112
"11556";9497
"11557";23426
"11558";6446
"11559";64750
"11560";5511
"11561";64375
"11562";146850
"11563";100137049
"11564";9820
"11565";219438
"11566";10128
"11567";8795
"11568";8794
"11569";8793
"11570";157378
"11571";84066
"11572";8729
"11573";285973
"11574";125958
"11575";114483834
"11576";583
"11577";81285
"11578";53637
"11579";23396
"11580";51629
"11581";219981
"11582";151
"11583";2896
"11584";400668
"11585";9541
"11586";1802
"11587";390327
"11588";151176
"11589";7675
"11590";399687
"11591";6341
"11592";55238
"11593";80777
"11594";83896
"11595";80700
"11596";55282
"11597";146779
"11598";10180
"11599";4957
"11600";10788
"11601";57224
"11602";24139
"11603";3431
"11604";5593
"11605";11187
"11606";127707
"11607";53905
"11608";9703
"11609";79794
"11610";135250
"11611";79707
"11612";5768
"11613";60676
"11614";54464
"11615";65108
"11616";1105
"11617";9013
"11618";6584
"11619";2177
"11620";2595
"11621";8086
"11622";677834
"11623";84975
"11624";7741
"11625";84440
"11626";6873
"11627";54988
"11628";7130
"11629";57507
"11630";100861540
"11631";64816
"11632";1576
"11633";55259
"11634";6707
"11635";80347
"11636";4640
"11637";54965
"11638";93107
"11639";5036
"11640";64231
"11641";245802
"11642";9197
"11643";284021
"11644";1154
"11645";83660
"11646";8772
"11647";201140
"11648";54535
"11649";23107
"11650";23310
"11651";4297
"11652";6158
"11653";55654
"11654";116138
"11655";8828
"11656";9911
"11657";2597
"11658";1196
"11659";84225
"11660";200958
"11661";340485
"11662";613209
"11663";7753
"11664";3868
"11665";9213
"11666";3232
"11667";7132
"11668";84102
"11669";113178
"11670";3882
"11671";8887
"11672";10022
"11673";199870
"11674";653082
"11675";79844
"11676";144110
"11677";4854
"11678";4135
"11679";4913
"11680";10469
"11681";56899
"11682";90332
"11683";170482
"11684";388115
"11685";153328
"11686";80135
"11687";2242
"11688";3737
"11689";9499
"11690";23596
"11691";1122
"11692";643376
"11693";84298
"11694";127255
"11695";94233
"11696";2128
"11697";91544
"11698";11244
"11699";372
"11700";9457
"11701";8662
"11702";80018
"11703";3831
"11704";2672
"11705";56983
"11706";28976
"11707";135946
"11708";4760
"11709";57649
"11710";56675
"11711";9674
"11712";102288414
"11713";27141
"11714";4191
"11715";205860
"11716";110806277
"11717";9453
"11718";7881
"11719";10452
"11720";140545
"11721";339965
"11722";100170841
"11723";51257
"11724";220064
"11725";2903
"11726";386724
"11727";23306
"11728";100996492
"11729";51278
"11730";51061
"11731";51107
"11732";54550
"11733";84687
"11734";57476
"11735";10063
"11736";11321
"11737";56981
"11738";85027
"11739";202915
"11740";317662
"11741";220001
"11742";54587
"11743";5583
"11744";81566
"11745";63928
"11746";219482
"11747";23271
"11748";1649
"11749";118813
"11750";254528
"11751";8313
"11752";341392
"11753";285672
"11754";1604
"11755";122773
"11756";285
"11757";2875
"11758";642475
"11759";11218
"11760";116228
"11761";51738
"11762";57645
"11763";30849
"11764";1975
"11765";440087
"11766";117177
"11767";2591
"11768";56141
"11769";9752
"11770";85465
"11771";27166
"11772";10120
"11773";3767
"11774";349565
"11775";9711
"11776";59307
"11777";10335
"11778";8085
"11779";7201
"11780";9427
"11781";2122
"11782";646627
"11783";26339
"11784";402135
"11785";6169
"11786";567
"11787";284338
"11788";10155
"11789";91522
"11790";58985
"11791";284023
"11792";613211
"11793";80208
"11794";55152
"11795";91409
"11796";90557
"11797";285386
"11798";1742
"11799";3516
"11800";392617
"11801";692111
"11802";57552
"11803";6208
"11804";64951
"11805";4818
"11806";80789
"11807";6403
"11808";5016
"11809";11103
"11810";577
"11811";5863
"11812";221504
"11813";113026
"11814";28991
"11815";23042
"11816";378
"11817";6261
"11818";120356739
"11819";9129
"11820";58525
"11821";867
"11822";26043
"11823";7273
"11824";115950
"11825";6281
"11826";389524
"11827";84163
"11828";79148
"11829";1520
"11830";653121
"11831";55160
"11832";1131
"11833";9019
"11834";10152
"11835";166929
"11836";151525
"11837";4603
"11838";327
"11839";79651
"11840";79594
"11841";23568
"11842";27244
"11843";476
"11844";6470
"11845";29062
"11846";10905
"11847";128312
"11848";26696
"11849";9749
"11850";89927
"11851";401097
"11852";128153
"11853";5163
"11854";3274
"11855";8365
"11856";9470
"11857";23438
"11858";1455
"11859";7840
"11860";924
"11861";47
"11862";2960
"11863";80221
"11864";553
"11865";84734
"11866";283232
"11867";57139
"11868";121129
"11869";3233
"11870";1534
"11871";54957
"11872";256892
"11873";8799
"11874";84867
"11875";5588
"11876";83932
"11877";283869
"11878";4208
"11879";206412
"11880";22893
"11881";25831
"11882";51714
"11883";10856
"11884";80177
"11885";677771
"11886";6717
"11887";1297
"11888";23546
"11889";3383
"11890";79719
"11891";113523636
"11892";845
"11893";388
"11894";84614
"11895";64747
"11896";11316
"11897";3590
"11898";79689
"11899";79825
"11900";5080
"11901";10618
"11902";3883
"11903";1441
"11904";63933
"11905";619571
"11906";5145
"11907";64386
"11908";51015
"11909";10024
"11910";390260
"11911";10559
"11912";10242
"11913";6894
"11914";1805
"11915";79173
"11916";7779
"11917";23040
"11918";8458
"11919";55904
"11920";56112
"11921";84343
"11922";56941
"11923";80835
"11924";80070
"11925";3004
"11926";26682
"11927";81099
"11928";79501
"11929";3175
"11930";3676
"11931";2876
"11932";84236
"11933";132001
"11934";4798
"11935";5162
"11936";84984
"11937";51741
"11938";102723796
"11939";441933
"11940";3861
"11941";29930
"11942";79873
"11943";342346
"11944";3557
"11945";51335
"11946";3725
"11947";219447
"11948";92960
"11949";9717
"11950";6228
"11951";64844
"11952";6295
"11953";8673
"11954";100507290
"11955";151306
"11956";6652
"11957";80222
"11958";11232
"11959";406951
"11960";3859
"11961";55699
"11962";283349
"11963";401115
"11964";5922
"11965";8764
"11966";79852
"11967";23580
"11968";5129
"11969";5566
"11970";1725
"11971";178
"11972";8187
"11973";1814
"11974";3081
"11975";79637
"11976";317772
"11977";3845
"11978";27175
"11979";128308
"11980";118611
"11981";677842
"11982";26817
"11983";163259
"11984";283160
"11985";10420
"11986";939
"11987";1874
"11988";79137
"11989";84215
"11990";677828
"11991";57679
"11992";83696
"11993";10890
"11994";401993
"11995";343563
"11996";127074
"11997";23190
"11998";8608
"11999";129685
"12000";50628
"12001";51474
"12002";26027
"12003";121504
"12004";284071
"12005";2670
"12006";3664
"12007";2209
"12008";1767
"12009";119764
"12010";716
"12011";282617
"12012";9162
"12013";127845
"12014";5284
"12015";89797
"12016";56910
"12017";22809
"12018";23332
"12019";257106
"12020";123879
"12021";26580
"12022";54964
"12023";339804
"12024";79809
"12025";84838
"12026";4711
"12027";2944
"12028";10598
"12029";6913
"12030";30812
"12031";55341
"12032";23258
"12033";187
"12034";3764
"12035";2959
"12036";6769
"12037";130013
"12038";494337
"12039";400954
"12040";54657
"12041";54659
"12042";54579
"12043";55755
"12044";1001
"12045";84288
"12046";7428
"12047";391104
"12048";3321
"12049";25864
"12050";51504
"12051";29914
"12052";1490
"12053";81551
"12054";7874
"12055";11085
"12056";137964
"12057";23558
"12058";51279
"12059";252839
"12060";2553
"12061";145501
"12062";5714
"12063";25999
"12064";53828
"12065";4726
"12066";391013
"12067";3782
"12068";91039
"12069";55657
"12070";284340
"12071";5449
"12072";57571
"12073";57530
"12074";11101
"12075";10772
"12076";22937
"12077";10011
"12078";57509
"12079";222546
"12080";9076
"12081";329
"12082";387893
"12083";11056
"12084";64118
"12085";54931
"12086";4608
"12087";129450
"12088";1636
"12089";5580
"12090";285382
"12091";475
"12092";407047
"12093";348303
"12094";255308
"12095";84836
"12096";8995
"12097";55766
"12098";124923
"12099";84128
"12100";54865
"12101";285282
"12102";284434
"12103";114803
"12104";2060
"12105";896
"12106";2648
"12107";677765
"12108";2323
"12109";29089
"12110";9143
"12111";22885
"12112";155061
"12113";6755
"12114";23284
"12115";10476
"12116";10871
"12117";257202
"12118";162605
"12119";9261
"12120";56107
"12121";3836
"12122";55191
"12123";29994
"12124";2131
"12125";9360
"12126";25906
"12127";4192
"12128";11277
"12129";54831
"12130";10401
"12131";389257
"12132";1999
"12133";5990
"12134";7812
"12135";3706
"12136";55972
"12137";63974
"12138";128387
"12139";55627
"12140";147138
"12141";5719
"12142";64417
"12143";55665
"12144";11311
"12145";11221
"12146";6520
"12147";57488
"12148";83544
"12149";869
"12150";90580
"12151";90362
"12152";84292
"12153";10381
"12154";80255
"12155";4615
"12156";1130
"12157";1128
"12158";29904
"12159";58504
"12160";56154
"12161";79586
"12162";57147
"12163";57413
"12164";157777
"12165";5976
"12166";56052
"12167";57194
"12168";92241
"12169";2249
"12170";9376
"12171";200162
"12172";63894
"12173";93109
"12174";165679
"12175";2785
"12176";2048
"12177";57834
"12178";1579
"12179";284541
"12180";9577
"12181";55771
"12182";7135
"12183";113746
"12184";728586
"12185";23473
"12186";126370
"12187";7188
"12188";84908
"12189";6469
"12190";25842
"12191";149076
"12192";51155
"12193";641776
"12194";441272
"12195";441273
"12196";100310812
"12197";442590
"12198";643909
"12199";100996746
"12200";100101268
"12201";105180390
"12202";105180391
"12203";102723555
"12204";102723849
"12205";100505767
"12206";442572
"12207";285955
"12208";643862
"12209";729597
"12210";728524
"12211";388333
"12212";341277
"12213";4299
"12214";79875
"12215";9816
"12216";80063
"12217";23102
"12218";23704
"12219";91624
"12220";64764
"12221";56127
"12222";56126
"12223";51602
"12224";10900
"12225";64582
"12226";143502
"12227";390037
"12228";51621
"12229";3779
"12230";64858
"12231";80728
"12232";8558
"12233";148137
"12234";80774
"12235";3880
"12236";10267
"12237";7203
"12238";254428
"12239";2011
"12240";79762
"12241";92579
"12242";146909
"12243";51129
"12244";10380
"12245";56915
"12246";10158
"12247";7184
"12248";4301
"12249";79671
"12250";65123
"12251";26994
"12252";5175
"12253";54329
"12254";10057
"12255";1893
"12256";55909
"12257";84229
"12258";1329
"12259";3855
"12260";9465
"12261";219968
"12262";5437
"12263";344
"12264";442213
"12265";128371
"12266";200844
"12267";90529
"12268";10602
"12269";29121
"12270";10570
"12271";51171
"12272";9110
"12273";692085
"12274";6222
"12275";6550
"12276";131405
"12277";5936
"12278";390077
"12279";83546
"12280";100996709
"12281";100506084
"12282";51326
"12283";51667
"12284";129303
"12285";619568
"12286";9343
"12287";23576
"12288";23436
"12289";10136
"12290";387885
"12291";646892
"12292";338811
"12293";55591
"12294";117579
"12295";9810
"12296";5425
"12297";79639
"12298";4858
"12299";100505741
"12300";5148
"12301";6050
"12302";5989
"12303";6141
"12304";116449
"12305";29916
"12306";1018
"12307";25981
"12308";84626
"12309";51555
"12310";55222
"12311";1662
"12312";5599
"12313";2271
"12314";387695
"12315";10197
"12316";162466
"12317";81570
"12318";55052
"12319";3759
"12320";3898
"12321";85403
"12322";8824
"12323";141
"12324";8705
"12325";387890
"12326";4880
"12327";3212
"12328";442916
"12329";26505
"12330";147744
"12331";84879
"12332";8338
"12333";126321
"12334";26167
"12335";80055
"12336";643680
"12337";3938
"12338";1540
"12339";65061
"12340";10745
"12341";124925
"12342";6273
"12343";135932
"12344";9656
"12345";10513
"12346";93986
"12347";51154
"12348";8635
"12349";55010
"12350";2052
"12351";4695
"12352";84239
"12353";653361
"12354";7580
"12355";4063
"12356";55139
"12357";79841
"12358";4665
"12359";57713
"12360";26809
"12361";285641
"12362";9520
"12363";2829
"12364";126129
"12365";9627
"12366";84518
"12367";388564
"12368";692229
"12369";126328
"12370";9122
"12371";2315
"12372";81629
"12373";11011
"12374";5166
"12375";85437
"12376";221927
"12377";391189
"12378";55830
"12379";127
"12380";8193
"12381";2799
"12382";200010
"12383";9450
"12384";9333
"12385";223075
"12386";928
"12387";124583
"12388";6668
"12389";7756
"12390";153830
"12391";203190
"12392";644414
"12393";254102
"12394";374768
"12395";197
"12396";26538
"12397";284433
"12398";26539
"12399";10527
"12400";10459
"12401";26065
"12402";6881
"12403";91687
"12404";84924
"12405";6846
"12406";6375
"12407";154313
"12408";54996
"12409";6397
"12410";339122
"12411";375
"12412";348807
"12413";206338
"12414";143162
"12415";9842
"12416";10743
"12417";84933
"12418";100533106
"12419";10025
"12420";27289
"12421";4528
